2000, 3552, 1, 0, 0
4000, 3826, 1, 0, 0
6000, 4185, 1, 0, 0
8000, 4137, 1, 0, 0
10000, 4155, 1, 0, 0
12000, 4097, 1, 0, 0
14000, 4026, 1, 0, 0
16000, 4218, 1, 0, 0
18000, 3655, 1, 0, 0
20000, 4203, 1, 0, 0
22000, 3978, 1, 0, 0
24000, 3747, 1, 0, 0
26000, 4271, 1, 0, 0
28000, 3565, 1, 0, 0
30000, 3933, 1, 0, 0
32000, 3925, 1, 0, 0
34000, 3934, 1, 0, 0
36000, 4011, 1, 0, 0
38000, 3749, 1, 0, 0
40000, 3936, 1, 0, 0
42000, 4315, 1, 0, 0
44000, 3827, 1, 0, 0
46000, 4132, 1, 0, 0
48000, 4659, 1, 0, 0
50000, 4425, 1, 0, 0
52000, 3557, 1, 0, 0
54000, 4081, 1, 0, 0
56000, 4341, 1, 0, 0
58000, 4292, 1, 0, 0
60000, 4272, 1, 0, 0
62000, 3957, 1, 0, 0
64000, 4522, 1, 0, 0
66000, 4159, 1, 0, 0
68026, 4914, 1, 0, 0
70000, 5812, 1, 0, 0
72000, 5833, 1, 0, 0
74000, 3972, 1, 0, 0
76000, 7632, 1, 0, 0
78000, 7700, 1, 0, 0
80011, 8059, 1, 0, 0
82000, 7386, 1, 0, 0
84000, 4670, 1, 0, 0
86000, 4828, 1, 0, 0
88000, 5345, 1, 0, 0
90000, 5171, 1, 0, 0
92000, 5460, 1, 0, 0
94000, 5939, 1, 0, 0
96000, 5340, 1, 0, 0
98000, 4632, 1, 0, 0
100000, 5276, 1, 0, 0
102000, 5489, 1, 0, 0
104000, 6140, 1, 0, 0
106000, 5051, 1, 0, 0
108000, 4931, 1, 0, 0
110000, 5438, 1, 0, 0
112000, 5874, 1, 0, 0
114000, 4908, 1, 0, 0
116000, 4906, 1, 0, 0
118000, 5288, 1, 0, 0
120000, 6040, 1, 0, 0
122000, 5021, 1, 0, 0
124000, 5022, 1, 0, 0
126000, 5191, 1, 0, 0
128000, 6033, 1, 0, 0
130000, 5087, 1, 0, 0
132000, 5040, 1, 0, 0
134000, 5412, 1, 0, 0
136000, 7671, 1, 0, 0
138000, 7794, 1, 0, 0
140000, 5635, 1, 0, 0
142000, 4893, 1, 0, 0
144000, 5302, 1, 0, 0
146000, 6028, 1, 0, 0
148000, 5917, 1, 0, 0
150000, 4720, 1, 0, 0
152000, 4852, 1, 0, 0
154000, 5356, 1, 0, 0
156000, 5303, 1, 0, 0
158000, 5466, 1, 0, 0
160000, 5803, 1, 0, 0
162000, 4694, 1, 0, 0
164000, 5562, 1, 0, 0
166000, 5749, 1, 0, 0
168000, 4665, 1, 0, 0
170000, 5202, 1, 0, 0
172000, 5442, 1, 0, 0
174000, 5228, 1, 0, 0
176000, 5745, 1, 0, 0
178000, 5794, 1, 0, 0
180000, 4809, 1, 0, 0
182000, 4879, 1, 0, 0
184000, 5350, 1, 0, 0
186000, 5220, 1, 0, 0
188000, 5701, 1, 0, 0
190000, 5621, 1, 0, 0
192000, 4708, 1, 0, 0
194000, 5340, 1, 0, 0
196000, 5272, 1, 0, 0
198000, 5486, 1, 0, 0
200000, 5827, 1, 0, 0
202000, 4726, 1, 0, 0
204000, 5473, 1, 0, 0
206000, 5895, 1, 0, 0
208000, 6094, 1, 0, 0
210000, 4708, 1, 0, 0
212000, 5402, 1, 0, 0
214000, 5322, 1, 0, 0
216000, 5452, 1, 0, 0
218000, 5394, 1, 0, 0
220000, 5043, 1, 0, 0
222000, 5690, 1, 0, 0
224000, 5345, 1, 0, 0
226000, 4831, 1, 0, 0
228000, 5306, 1, 0, 0
230000, 6930, 1, 0, 0
232000, 7537, 1, 0, 0
234000, 7754, 1, 0, 0
236000, 5299, 1, 0, 0
238000, 5107, 1, 0, 0
240000, 5682, 1, 0, 0
242000, 5880, 1, 0, 0
244000, 4656, 1, 0, 0
246000, 5160, 1, 0, 0
248000, 5247, 1, 0, 0
250000, 5262, 1, 0, 0
252000, 5861, 1, 0, 0
254000, 4814, 1, 0, 0
256000, 5683, 1, 0, 0
258000, 5627, 1, 0, 0
260000, 4728, 1, 0, 0
262000, 5430, 1, 0, 0
264000, 5267, 1, 0, 0
266000, 4536, 1, 0, 0
268000, 4692, 1, 0, 0
270000, 4384, 1, 0, 0
272000, 5594, 1, 0, 0
274000, 5816, 1, 0, 0
276000, 4783, 1, 0, 0
278000, 5139, 1, 0, 0
280000, 5662, 1, 0, 0
282000, 5894, 1, 0, 0
284000, 4839, 1, 0, 0
286000, 5062, 1, 0, 0
288000, 5379, 1, 0, 0
290000, 5918, 1, 0, 0
292000, 4789, 1, 0, 0
294000, 5280, 1, 0, 0
296000, 5169, 1, 0, 0
298000, 5370, 1, 0, 0
300000, 6201, 1, 0, 0
302000, 4383, 1, 0, 0
304000, 4618, 1, 0, 0
306000, 5202, 1, 0, 0
308000, 4136, 1, 0, 0
310000, 4084, 1, 0, 0
312000, 4328, 1, 0, 0
314000, 4233, 1, 0, 0
316000, 4310, 1, 0, 0
318000, 4211, 1, 0, 0
320000, 4254, 1, 0, 0
322000, 4625, 1, 0, 0
324000, 3818, 1, 0, 0
326000, 4345, 1, 0, 0
328000, 4527, 1, 0, 0
330000, 3947, 1, 0, 0
332000, 4153, 1, 0, 0
334000, 4287, 1, 0, 0
336000, 4327, 1, 0, 0
338000, 4652, 1, 0, 0
340000, 4343, 1, 0, 0
342000, 3871, 1, 0, 0
344000, 4229, 1, 0, 0
346000, 4474, 1, 0, 0
348018, 4723, 1, 0, 0
350000, 3942, 1, 0, 0
352000, 4086, 1, 0, 0
354000, 4359, 1, 0, 0
356000, 4995, 1, 0, 0
358000, 5105, 1, 0, 0
360000, 5111, 1, 0, 0
362000, 3725, 1, 0, 0
364000, 4961, 1, 0, 0
366000, 5091, 1, 0, 0
368000, 5115, 1, 0, 0
370000, 4375, 1, 0, 0
372000, 5021, 1, 0, 0
374000, 5136, 1, 0, 0
376000, 5098, 1, 0, 0
378000, 5115, 1, 0, 0
380000, 5212, 1, 0, 0
382000, 5037, 1, 0, 0
384000, 4333, 1, 0, 0
386023, 4595, 1, 0, 0
388051, 5240, 1, 0, 0
390000, 4929, 1, 0, 0
392000, 4602, 1, 0, 0
394000, 4920, 1, 0, 0
396000, 5264, 1, 0, 0
398000, 5003, 1, 0, 0
400000, 4726, 1, 0, 0
402000, 4223, 1, 0, 0
404000, 5102, 1, 0, 0
406000, 4838, 1, 0, 0
408000, 5071, 1, 0, 0
410000, 4758, 1, 0, 0
412000, 5010, 1, 0, 0
414000, 5192, 1, 0, 0
416000, 6434, 1, 0, 0
418000, 5967, 1, 0, 0
420000, 6515, 1, 0, 0
422000, 7364, 1, 0, 0
424000, 7630, 1, 0, 0
426000, 7288, 1, 0, 0
428000, 7518, 1, 0, 0
430000, 8886, 1, 0, 0
432000, 7236, 1, 0, 0
434000, 7455, 1, 0, 0
436036, 8078, 1, 0, 0
438000, 6590, 1, 0, 0
440000, 4689, 1, 0, 0
442000, 5388, 1, 0, 0
444000, 8559, 1, 0, 0
446000, 6272, 1, 0, 0
448000, 5052, 1, 0, 0
450000, 6195, 1, 0, 0
452000, 6578, 1, 0, 0
454000, 8248, 1, 0, 0
456000, 7674, 1, 0, 0
458000, 5529, 1, 0, 0
460000, 4262, 1, 0, 0
462000, 4956, 1, 0, 0
464000, 5187, 1, 0, 0
466000, 4395, 1, 0, 0
468000, 4362, 1, 0, 0
470000, 5062, 1, 0, 0
472000, 4792, 1, 0, 0
474000, 5118, 1, 0, 0
476000, 4760, 1, 0, 0
478000, 4995, 1, 0, 0
480000, 5120, 1, 0, 0
482000, 4770, 1, 0, 0
484000, 5291, 1, 0, 0
486000, 5201, 1, 0, 0
488000, 5240, 1, 0, 0
490000, 5201, 1, 0, 0
492000, 4950, 1, 0, 0
494000, 5023, 1, 0, 0
496000, 5027, 1, 0, 0
498000, 5065, 1, 0, 0
500000, 5354, 1, 0, 0
502000, 5125, 1, 0, 0
504000, 4579, 1, 0, 0
506000, 4976, 1, 0, 0
508000, 5059, 1, 0, 0
510000, 5071, 1, 0, 0
512000, 5083, 1, 0, 0
514000, 4767, 1, 0, 0
516000, 5150, 1, 0, 0
518000, 5080, 1, 0, 0
520000, 4747, 1, 0, 0
